Fecha,flota,Modelo,Marca,Componente,Aceite Lubricante,cambioLubricanate,Contenido de agua %,Punto de inflamacion °C,Glicol %,Nitracion A/cm,Oxidación A/cm,Hollín %,Sulfatacion A/cm,Diesel %,N de part >4µm,N° de part >6µm,N° de part>14µm,Código ISO 4406,Viscosidad 100°C cSt(mm2/s),Viscosidad 40°C cSt(mm2/s),TAN mg KOH/g,TBN mg KOH/g,Plata (Ag) ppm,Aluminio (Al) ppm,Bario (Ba) ppm,Boro (B) ppm,Calcio (Ca) ppm,Cromo (Cr) ppm,Cobre (Cu) ppm,Hierro (Fe) ppm,Potasio (K) ppm,Magnesio (Mg) ppm,Molibdeno (Mo) ppm,Sodio (Na) ppm,Níquel (Ni) ppm,Plomo (Pb) ppm,Fósforo (P) ppm,Silicio (Si) ppm,Estaño (Sn) ppm,Titanio (Ti) ppm,Vanadio (V) ppm,Zinc (Zn) ppm,Residuo Ferroso Total mg/kg,Numero Muestra,Numero Registro,Numero Serie Equipo,Criticidad,Disponibilidad,Tiempo Parada,TRR,TMP,TBF,Confiabilidad
2025-04-11 07:55:00,558,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.29,230,0.26,3,2,1.62,1,0.81,1289,3389,126,19/16/16,15.11,97.64,2.94,1,1,3,2,5,604,2,44,85,5,0,2,28,1,8,4,6,0,8,5,52,238,D01166,1166,LAJ866,Normal,0.8333,4,4,2.0,20,80.0
2025-04-11 08:00:00,550,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.45,242,0.11,3,4,0.76,4,0.35,3283,4874,768,20/19/14,10.85,107.36,0.61,9,3,26,9,9,882,6,8,96,8,3,3,1,2,2,2,12,1,3,5,97,387,E01167,1167,LAJ585,Normal,0.7917,5,2,1.3,19,89.5
2025-04-11 08:05:00,568,KOMATSU 930 E4SE,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.81,219,0.48,3,3,0.48,1,0.58,6319,2533,286,21/16/14,15.62,84.92,0.97,5,3,17,3,3,15,8,11,128,8,6,2,24,3,5,9,18,3,4,1,78,250,E01168,1168,LAJ599,Atencion,0.75,6,0,1.8333333333333333,18,100.0
2025-04-11 08:10:00,537,KOMATSU 930 E3,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.86,237,0.18,2,4,0.07,2,0.25,5718,3660,379,20/19/15,12.25,102.42,1.48,2,2,8,4,1,554,7,33,89,5,5,4,17,0,2,5,8,6,2,6,94,406,E01169,1169,LAJ269,Normal,0.8333,4,4,2.833333333333333,20,80.0
2025-04-11 08:15:00,551,KOMATSU 930 E3,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.93,220,0.19,3,1,1.8,2,0.29,2472,938,344,20/17/16,11.96,110.41,2.73,8,3,25,2,5,915,2,11,16,6,6,9,14,1,6,6,4,4,9,9,92,151,B01170,1170,LAJ287,Normal,0.75,6,2,2.1,18,88.9
2025-04-11 08:20:00,538,KOMATSU 930 E4SE,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.25,235,0.47,3,0,0.25,0,0.58,6169,564,947,19/17/14,13.24,100.58,2.99,0,4,14,7,0,470,1,28,97,4,6,9,15,6,2,0,5,8,4,4,15,163,B01171,1171,LAJ211,Normal,0.9167,2,3,2.5,22,86.4
2025-04-11 08:25:00,513,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.21,239,0.38,0,2,1.86,1,0.72,4878,2392,396,19/16/16,18.56,97.12,2.95,1,3,26,8,2,283,2,24,77,3,5,4,2,5,8,9,10,0,7,8,88,105,B01172,1172,LAJ595,Normal,0.75,6,1,2.7333333333333334,18,94.4
2025-04-11 08:30:00,903,CATERPILLAR 798AC-A,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.6,219,0.28,2,4,0.03,4,0.34,1680,1097,389,20/19/16,14.09,83.37,1.47,7,3,25,8,7,355,3,4,19,9,3,7,25,6,2,0,8,1,0,1,52,438,D01173,1173,LAJ942,Normal,0.9583,1,1,2.5,23,95.7
2025-04-11 08:35:00,931,CATERPILLAR 797F,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.62,227,0.44,2,0,1.63,1,0.57,7600,2149,598,20/17/13,16.55,80.32,1.04,5,2,25,8,5,288,0,49,44,5,3,3,6,2,4,9,2,1,4,9,89,145,E01174,1174,LAJ863,Normal,0.9583,1,3,0.3666666666666666,23,87.0
2025-04-11 08:40:00,553,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.4,202,0.15,2,4,1.52,3,0.02,4965,1548,960,21/18/16,19.77,83.06,2.89,4,3,12,3,9,500,8,19,83,3,7,3,19,8,9,0,5,3,9,3,49,384,B01175,1175,LAJ289,Normal,0.75,6,2,1.6666666666666667,18,88.9
2025-04-11 08:45:00,506,KOMATSU 930 E3,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.0,222,0.31,0,2,0.85,1,0.39,9958,1963,759,18/16/14,14.76,111.72,2.07,2,0,7,1,3,793,3,27,16,9,3,6,28,8,1,9,12,1,1,7,49,381,D01176,1176,LAJ240,Normal,0.8333,4,0,0.1666666666666666,20,100.0
2025-04-11 08:50:00,549,KOMATSU 930 E3,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.96,244,0.4,4,3,0.72,1,0.4,8173,740,416,18/18/16,13.85,82.63,2.12,9,1,0,4,8,599,3,13,71,8,1,6,8,2,9,5,13,5,4,0,15,521,B01177,1177,LAJ406,Normal,0.75,6,3,1.7666666666666666,18,83.3
2025-04-12 00:00:00,563,KOMATSU 930 E4,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.01,236,0.29,3,3,1.67,3,0.75,2282,4443,222,19/17/14,12.56,117.62,2.27,5,3,14,9,4,23,5,47,148,8,9,8,1,2,1,1,25,8,2,8,95,275,E01178,1178,LAJ249,Atencion,0.7083,7,5,0.5666666666666667,17,70.6
2025-04-12 00:05:00,528,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.67,225,0.43,4,0,0.85,1,0.22,5282,4771,455,21/16/13,13.07,93.44,2.07,3,2,15,0,6,313,3,3,1,5,4,3,10,2,8,7,12,7,0,2,97,463,B01179,1179,LAJ452,Normal,0.8333,4,0,0.0666666666666666,20,100.0
2025-04-12 00:10:00,526,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,1.0,194,0.36,0,3,1.77,3,0.84,8719,4843,362,21/17/13,12.97,110.79,0.06,7,0,21,9,9,278,4,8,50,5,0,6,22,0,6,5,2,3,5,8,70,367,A01180,1180,LAJ513,Normal,0.875,3,5,0.6,21,76.2
2025-04-12 00:15:00,910,CATERPILLAR 798AC-A,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.11,194,0.11,4,2,1.86,0,0.82,8812,2293,222,19/19/14,18.79,101.22,0.5,7,0,24,7,9,469,6,33,23,4,7,8,13,4,1,9,5,0,6,9,70,168,A01181,1181,LAJ752,Normal,0.9167,2,4,2.933333333333333,22,81.8
2025-04-12 00:20:00,564,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.02,190,0.25,1,0,0.56,0,0.17,7497,4036,836,18/17/16,19.33,107.36,2.29,7,3,16,5,1,649,0,39,67,6,1,2,1,0,4,6,2,5,8,6,72,405,D01182,1182,LAJ556,Normal,0.7917,5,1,1.0666666666666669,19,94.7
2025-04-12 00:25:00,927,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.06,240,0.11,0,4,1.38,2,0.71,4662,3136,514,21/17/16,18.74,116.37,1.75,1,3,7,3,4,557,9,0,12,2,4,3,10,7,7,1,10,5,9,0,65,52,A01183,1183,LAJ328,Normal,0.7917,5,3,0.1333333333333333,19,84.2
2025-04-12 00:30:00,543,KOMATSU 930 E3,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.14,247,0.34,1,1,1.19,2,0.59,4319,2927,965,19/16/15,14.97,102.03,1.58,2,1,22,5,8,533,0,42,21,8,6,1,5,1,5,6,4,4,2,5,76,297,A01184,1184,LAJ469,Normal,0.75,6,1,0.6333333333333333,18,94.4
2025-04-12 00:35:00,931,CATERPILLAR 797F,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.78,194,0.47,1,0,0.33,3,0.72,3128,2691,461,18/16/13,15.17,101.74,1.55,0,2,2,4,1,346,9,19,11,6,0,8,16,3,7,4,4,2,3,0,24,19,E01185,1185,LAJ713,Normal,0.75,6,0,2.333333333333333,18,100.0
2025-04-12 00:40:00,909,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.1,211,0.44,3,4,1.49,2,0.85,5300,1067,945,21/16/15,17.48,101.55,1.07,0,4,2,9,0,152,5,5,71,1,1,6,25,0,7,1,7,9,9,2,75,101,E01186,1186,LAJ196,Normal,0.8333,4,2,1.2,20,90.0
2025-04-12 00:45:00,500,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.27,180,0.27,1,0,0.55,2,0.23,4452,3984,818,20/17/16,19.55,99.99,0.88,6,1,28,4,3,564,4,18,13,4,6,8,0,4,7,5,12,1,4,9,63,510,E01187,1187,LAJ741,Normal,0.875,3,0,0.4666666666666667,21,100.0
2025-04-12 00:50:00,919,CATERPILLAR 798AC-A,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.28,205,0.35,4,4,0.05,3,0.07,5491,1941,422,19/17/14,17.46,95.71,1.1,0,3,8,6,5,660,0,25,81,6,0,8,4,0,6,4,7,8,2,2,33,540,C01188,1188,LAJ588,Normal,0.9167,2,5,0.4,22,77.3
2025-04-12 00:55:00,536,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.03,191,0.27,4,0,0.24,4,0.8,5413,4786,710,19/18/15,15.94,107.61,1.99,0,0,19,7,1,711,2,31,271,0,1,3,14,5,7,6,25,4,3,5,57,342,A01189,1189,LAJ947,Critico,0.0,13,5,1.1333333333333333,0,0.0
2025-04-12 01:00:00,551,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.51,245,0.17,1,2,0.11,3,0.57,7248,4509,665,18/16/13,17.82,95.06,0.21,6,0,6,3,6,156,7,41,61,2,4,9,12,8,7,0,15,1,8,3,10,569,A01190,1190,LAJ178,Normal,0.9167,2,2,1.2333333333333334,22,90.9
2025-04-12 01:05:00,538,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.61,217,0.15,2,2,0.75,2,0.69,5673,1622,600,19/19/13,18.34,106.81,0.54,3,4,3,8,6,846,2,44,83,8,4,0,6,7,0,6,6,6,8,5,93,507,E01191,1191,LAJ226,Normal,0.8333,4,0,1.0,20,100.0
2025-04-12 01:10:00,504,KOMATSU 930 E4,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.15,188,0.4,2,2,0.26,0,0.63,3180,2632,832,18/17/13,13.79,101.09,0.49,8,4,2,3,6,702,8,29,55,0,6,9,27,1,3,0,11,2,7,5,98,16,D01192,1192,LAJ754,Normal,0.9167,2,1,2.3,22,95.5
2025-04-12 01:15:00,531,KOMATSU 930 E4,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.5,235,0.1,1,3,1.21,4,0.04,8628,4991,104,20/17/15,17.84,110.43,2.77,2,2,18,2,9,39,0,19,10,8,6,2,24,0,2,1,2,9,9,9,8,34,D01193,1193,LAJ589,Normal,0.7917,5,3,2.2,19,84.2
2025-04-12 01:20:00,900,CATERPILLAR 798AC-P,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.08,199,0.21,3,4,1.06,2,0.37,8376,2333,416,19/17/15,10.51,116.23,0.5,8,3,5,5,7,923,9,30,117,9,2,8,23,3,7,7,23,7,0,9,58,192,B01194,1194,LAJ607,Atencion,0.5,12,5,0.8666666666666667,12,58.3
2025-04-12 01:25:00,558,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.96,203,0.39,0,3,0.39,0,0.83,8928,4336,803,20/19/16,17.46,81.31,2.2,2,3,2,7,4,823,5,17,231,2,5,4,20,8,2,4,32,8,9,5,76,345,D01195,1195,LAJ091,Critico,0.0,20,2,1.3333333333333333,0,0.0
2025-04-12 01:30:00,916,CATERPILLAR 797F,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.73,189,0.41,3,4,0.46,1,0.62,2105,4338,715,21/17/15,15.94,116.63,1.05,2,3,0,3,8,860,6,27,17,0,0,0,16,3,7,4,2,3,2,6,59,247,C01196,1196,LAJ177,Normal,0.7917,5,0,3.0,19,100.0
2025-04-12 01:35:00,521,KOMATSU 930 E4,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.51,229,0.49,3,0,1.82,1,0.75,6388,3734,277,21/18/15,19.76,119.45,1.18,5,2,12,6,7,406,7,29,194,7,2,0,23,5,7,0,25,2,9,4,12,242,C01197,1197,LAJ070,Atencion,0.75,6,0,2.7666666666666666,18,100.0
2025-04-12 01:40:00,537,KOMATSU 930 E3,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.55,212,0.04,3,0,1.14,1,0.94,4040,4422,688,18/18/16,11.98,114.07,0.82,1,0,18,9,1,512,5,26,202,2,9,8,25,3,4,4,30,6,6,3,84,504,C01198,1198,LAJ456,Critico,0.0,15,6,0.8333333333333334,0,0.0
2025-04-12 01:45:00,903,CATERPILLAR 798AC-P,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.44,234,0.48,3,1,1.43,4,0.87,7250,3753,232,18/16/15,14.36,89.82,1.03,4,4,22,8,9,204,2,17,4,2,0,8,25,8,5,6,13,1,6,5,50,47,B01199,1199,LAJ057,Normal,0.9583,1,3,2.033333333333333,23,87.0
2025-04-12 01:50:00,527,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.06,225,0.07,0,3,0.69,4,0.28,4118,2465,225,19/18/13,16.62,104.09,2.77,8,1,15,5,2,659,9,20,255,3,0,4,15,2,0,0,43,8,8,5,60,126,A01200,1200,LAJ095,Critico,0.0,15,1,2.1666666666666665,0,0.0
2025-04-12 01:55:00,935,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.24,182,0.1,4,4,1.63,1,0.81,6118,1267,631,18/19/16,19.71,82.59,2.58,6,0,24,2,6,683,3,13,25,5,8,5,20,1,9,7,1,7,6,5,18,413,D01201,1201,LAJ942,Normal,0.7917,5,0,0.7666666666666667,19,100.0
2025-04-12 02:00:00,568,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.89,199,0.37,4,1,0.21,2,0.11,3917,4992,612,21/17/15,19.4,87.09,2.53,9,0,2,6,5,824,4,31,2,5,8,1,8,0,3,5,4,4,9,0,58,193,A01202,1202,LAJ389,Normal,0.9583,1,0,2.433333333333333,23,100.0
2025-04-12 02:05:00,565,KOMATSU 930 E3,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.2,233,0.19,4,3,0.36,2,0.93,2078,4608,929,19/18/16,16.96,108.07,0.06,5,4,19,0,2,614,5,24,27,7,6,3,4,5,7,3,1,7,8,4,53,419,A01203,1203,LAJ686,Normal,0.9167,2,5,0.9,22,77.3
2025-04-12 02:10:00,544,KOMATSU 930 E4SE,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.27,193,0.26,0,4,1.6,2,0.77,4111,1523,672,18/18/15,11.95,115.04,1.65,8,2,28,0,2,715,2,0,36,6,0,6,29,4,8,3,1,5,7,7,82,19,B01204,1204,LAJ200,Normal,0.9167,2,0,1.7333333333333334,22,100.0
2025-04-12 02:15:00,925,CATERPILLAR 798AC-A,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.45,183,0.27,4,0,1.05,0,0.69,1417,4386,842,18/19/16,18.04,100.78,2.51,2,0,27,4,8,536,9,28,56,4,0,9,2,5,1,0,0,8,0,0,71,178,D01205,1205,LAJ986,Normal,0.9167,2,2,1.5666666666666669,22,90.9
2025-04-12 02:20:00,934,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.06,215,0.17,3,4,0.23,2,0.7,1314,4928,824,19/19/15,18.79,90.25,0.16,1,4,0,7,3,852,2,42,217,8,8,4,12,9,4,5,25,4,6,2,18,20,D01206,1206,LAJ946,Critico,0.0,19,4,2.7666666666666666,0,0.0
2025-04-12 02:25:00,556,KOMATSU 930 E3,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.14,242,0.35,3,3,1.36,3,0.86,8141,4786,559,20/16/13,19.6,119.82,1.88,2,4,13,9,4,752,3,35,50,1,0,0,26,0,4,5,7,6,5,1,21,378,E01207,1207,LAJ157,Normal,0.75,6,1,1.8666666666666667,18,94.4
2025-04-12 02:30:00,541,KOMATSU 930 E3,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.15,209,0.17,0,2,1.04,1,0.27,1350,4611,430,20/19/15,18.82,115.5,2.42,0,2,23,5,5,601,7,11,3,8,5,0,22,1,3,1,12,7,5,8,62,566,E01208,1208,LAJ436,Normal,0.7917,5,4,1.6,19,78.9
2025-04-12 02:35:00,907,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.93,233,0.36,3,0,0.13,1,0.61,8525,4224,324,21/18/14,10.47,88.66,0.99,3,1,26,7,5,600,5,48,280,0,9,3,29,5,5,9,37,0,2,2,56,449,D01209,1209,LAJ815,Critico,0.0,19,1,2.1333333333333333,0,0.0
2025-04-12 02:40:00,914,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.79,216,0.4,0,1,0.46,2,0.53,8643,1820,730,18/18/14,16.08,83.32,0.18,0,4,27,4,5,380,6,45,0,4,3,7,15,1,9,3,3,5,8,9,85,592,E01210,1210,LAJ120,Normal,0.7917,5,0,2.0,19,100.0
2025-04-12 02:45:00,501,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.53,217,0.25,2,3,0.26,3,0.33,8963,4444,564,21/19/13,19.6,104.79,1.64,1,3,22,7,4,520,8,47,230,2,2,2,19,1,2,9,50,9,0,6,24,446,B01211,1211,LAJ119,Critico,0.0,20,6,2.8,0,0.0
2025-04-12 02:50:00,557,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.23,246,0.35,2,1,0.41,1,0.68,4568,4942,732,21/19/15,14.97,93.27,2.83,5,3,20,6,8,695,0,19,90,7,0,0,15,3,7,5,6,1,9,4,78,492,C01212,1212,LAJ544,Normal,0.7917,5,3,2.1333333333333333,19,84.2
2025-04-12 02:55:00,524,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.18,193,0.35,0,0,1.32,0,0.39,1616,1246,161,20/19/13,12.79,109.86,2.42,2,1,4,8,1,561,6,11,37,8,6,3,21,6,6,8,2,7,1,3,18,160,C01213,1213,LAJ290,Normal,0.9583,1,6,0.2333333333333333,23,73.9
2025-04-12 03:00:00,545,KOMATSU 930 E4,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.24,191,0.34,1,0,0.76,2,0.15,3964,1706,941,21/16/16,11.34,96.28,1.26,6,2,11,6,1,299,1,10,54,1,9,6,19,5,5,9,14,2,7,0,85,30,E01214,1214,LAJ455,Normal,0.9167,2,3,0.9666666666666668,22,86.4
2025-04-12 03:05:00,929,CATERPILLAR 797F,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.56,196,0.16,1,1,0.91,3,0.47,6968,1290,885,19/16/15,16.87,106.99,2.35,2,1,12,1,6,854,9,16,5,6,1,3,4,3,7,3,12,6,9,8,2,347,D01215,1215,LAJ186,Normal,0.9583,1,6,0.3,23,73.9
2025-04-12 03:10:00,937,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.39,200,0.21,4,4,1.08,4,0.41,1690,4106,344,18/17/16,19.3,102.85,1.96,9,1,3,7,6,287,0,3,20,8,3,5,13,8,6,5,9,5,9,6,19,133,C01216,1216,LAJ509,Normal,0.9583,1,5,1.6,23,78.3
2025-04-12 03:15:00,933,CATERPILLAR 798AC-A,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.72,217,0.0,0,1,1.49,2,0.61,4538,4900,147,19/16/14,10.17,116.76,1.31,1,4,25,1,1,59,3,16,103,6,7,5,9,2,2,2,25,9,0,0,37,216,C01217,1217,LAJ714,Atencion,0.7083,7,0,2.7333333333333334,17,100.0
2025-04-12 03:20:00,508,KOMATSU 930 E4SE,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.89,212,0.14,2,0,0.22,2,0.53,8513,2572,509,21/19/15,15.76,117.58,0.52,9,3,29,2,7,812,0,0,67,2,2,1,8,6,2,2,12,2,3,6,69,541,E01218,1218,LAJ149,Normal,0.75,6,5,2.5,18,72.2
2025-04-12 03:25:00,905,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.25,226,0.25,2,3,1.98,3,0.6,2744,2727,184,19/16/15,16.83,118.61,1.45,0,2,16,2,3,945,6,47,33,9,4,0,16,2,1,6,11,7,7,0,11,536,B01219,1219,LAJ647,Normal,0.875,3,4,2.833333333333333,21,81.0
2025-04-12 03:30:00,930,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.04,223,0.37,1,3,1.47,0,0.26,8838,3402,223,21/18/16,18.39,98.98,0.64,7,2,4,0,8,844,6,37,10,7,6,0,14,3,5,7,4,5,7,3,50,541,E01220,1220,LAJ978,Normal,0.75,6,2,0.2,18,88.9
2025-04-12 03:35:00,554,KOMATSU 930 E4,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.43,230,0.3,3,2,0.92,3,0.54,9731,2764,921,18/16/13,15.87,102.78,1.55,5,3,5,3,7,687,7,34,173,5,4,2,3,9,7,1,16,8,9,1,15,333,B01221,1221,LAJ362,Atencion,0.75,6,5,0.1,18,72.2
2025-04-12 03:40:00,560,KOMATSU 930 E4,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.95,215,0.3,4,0,1.42,2,0.73,7071,1409,933,21/17/16,19.15,119.89,1.24,9,2,11,3,3,938,9,12,88,0,2,4,21,4,6,4,11,1,5,0,35,243,B01222,1222,LAJ109,Normal,0.875,3,0,0.7666666666666667,21,100.0
2025-04-12 03:45:00,552,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.86,192,0.44,4,3,0.05,1,0.0,2408,982,963,18/18/14,18.38,102.37,0.19,1,4,2,4,6,638,6,36,14,3,3,3,27,1,4,0,2,9,3,7,98,400,D01223,1223,LAJ620,Normal,0.9583,1,3,0.1666666666666666,23,87.0
2025-04-12 03:50:00,516,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.61,192,0.38,3,2,1.97,1,0.81,1564,1293,422,20/16/13,10.48,80.0,0.81,8,4,8,8,8,944,9,39,17,9,8,1,5,2,5,6,14,5,8,3,65,588,E01224,1224,LAJ286,Normal,0.8333,4,4,1.3,20,80.0
2025-04-12 03:55:00,938,CATERPILLAR 798AC-A,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.18,222,0.23,4,0,0.17,3,0.89,5874,1860,733,19/16/13,12.86,112.3,1.83,1,1,7,7,1,79,0,8,59,6,6,3,20,9,8,2,10,9,6,5,63,560,A01225,1225,LAJ746,Normal,0.7917,5,0,2.7,19,100.0
2025-04-12 04:00:00,926,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.2,187,0.16,3,3,1.65,1,0.32,1496,1308,728,21/16/16,13.13,89.43,1.22,0,1,21,9,7,956,5,14,37,6,1,3,11,1,9,5,15,5,4,8,74,357,E01226,1226,LAJ118,Normal,0.875,3,2,0.1333333333333333,21,90.5
2025-04-12 04:05:00,506,KOMATSU 930 E3,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.98,180,0.31,3,4,0.61,2,0.5,1057,3353,722,20/16/16,10.33,93.84,2.08,6,3,11,3,5,534,0,19,16,2,3,5,6,2,7,9,10,4,0,4,6,118,C01227,1227,LAJ304,Normal,0.875,3,5,1.6666666666666667,21,76.2
2025-04-12 04:10:00,539,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.16,216,0.46,2,4,1.94,4,0.86,5941,4622,281,20/16/15,15.78,119.03,0.86,2,4,19,6,1,50,7,40,122,8,5,2,0,5,9,0,21,4,4,4,0,572,A01228,1228,LAJ566,Atencion,0.6667,8,5,1.8,16,68.8
2025-04-12 04:15:00,517,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.68,229,0.26,0,0,1.98,1,1.0,4259,2688,141,21/16/13,11.06,83.23,1.47,3,1,5,1,2,173,2,31,43,8,3,2,27,4,5,9,9,4,6,0,0,251,D01229,1229,LAJ442,Normal,0.9583,1,6,2.2333333333333334,23,73.9
2025-04-12 04:20:00,912,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.2,199,0.32,3,3,1.94,4,0.39,5526,2579,644,18/17/16,19.45,114.81,0.66,8,0,27,8,7,852,2,24,71,7,6,6,28,4,3,0,9,7,5,1,2,299,A01230,1230,LAJ591,Normal,0.9583,1,2,0.5,23,91.3
